ci_code,ci_description
195038,Finger Extra-Articular Fracture/Middle Phalanx/Closed - 3rd digit (middle)
195039,Finger Extra-Articular Fracture/Proximal Phalanx/Closed - 3rd digit (middle)
195040,Finger Fracture/Distal Phalanx
195041,Finger Index/Fracture/Distal Phalanx
195042,Finger Long/Fracture/Distal Phalanx
195043,Finger Ring/Fracture/Distal Phalanx
195044,Finger Small/Fracture/Distal Phalanx
195045,Finger Extra-Articular Fracture/Middle Phalanx/Closed - 4th digit (ring)
195046,Finger Extra-Articular Fracture/Proximal Phalanx/Closed - 4th digit (ring)
195047,Finger Extra-Articular Fracture/Middle Phalanx/Closed - 5th digit (small)
195048,Finger Extra-Articular Fracture/Proximal Phalanx/Closed - 5th digit (small)
195049,Finger Intra-Articular Fracture/Middle Phalanx/Open - 2nd digit (index)
195050,Finger Fracture/Mallet
195051,Finger Intra-Articular Fracture/Middle Phalanx/Open - 3rd digit (middle)
195052,Finger Intra-Articular Fracture/Middle Phalanx/Open - 4th digit (ring)
195053,Finger Intra-Articular Fracture/Middle Phalanx/Open - 5th digit (small)
195054,Finger Fracture/Distal Phalanx/Open: Extra-Articular - 4th digit (ring)
195055,Finger Fracture/Distal Phalanx/Open: Extra-Articular - 5th digit (small)
195056,Finger Fracture/Distal Phalanx/Open: Intra-Articular - 2nd digit (index)
195057,Finger Fracture/Distal Phalanx/Open: Intra-Articular - 3rd digit (middle)
195110,Finger Fracture/Distal Phalanx/open
195120,Finger Fracture/Proximal Phalanx/open
195130,Finger Fracture/Middle Phalanx/open
195200,Finger Fracture/Avulsion
195210,Finger Fracture/Distal Phalanx/Avulsion
195220,Finger Fracture/Proximal Phalanx/Avulsion
195224,Finger Ring Fracture/Proximal Phalnx/Avulsion
195230,Finger Fracture/Middle Phalanx/Avulsion
195300,Finger Fracture/Dislocation
195310,Finger Fracture/Distal Phalanx/Dislocation
195311,Finger Fracture/Distal Phalanx/Dorsal/Dislocation/Closed - 2nd digit (index)
195312,Finger Fracture/Distal Phalanx/Dorsal/Dislocation/Closed - 3rd digit (middle)
195313,Finger Fracture/Distal Phalanx/Dorsal/Dislocation/Closed - 4th digit (ring)
195314,Finger Fracture/Distal Phalanx/Dorsal/Dislocation/Closed - 5th digit (small)
195315,Finger Fracture/Distal Phalanx/Dorsal/Dislocation/Open - 2nd digit (index)
195316,Finger Fracture/Distal Phalanx/Dorsal/Dislocation/Open - 3rd digit (middle)
195317,Finger Fracture/Distal Phalanx/Dorsal/Dislocation/Open - 4th digit (ring)
195318,Finger Fracture/Distal Phalanx/Dorsal/Dislocation/Open - 5th digit (small)
195319,Finger Fracture/Distal Phalanx/Volar/Dislocation/Closed - 2nd digit (index)
195320,Finger Fracture/Proximal Phalanx/Dislocation
195321,Finger Fracture/Distal Phalanx/Volar/Dislocation/Closed - 3rd digit (middle)
195322,Finger Fracture/Distal Phalanx/Volar/Dislocation/Closed - 4th digit (ring)
195323,Finger Fracture/Proximal Phalanx/Dorsal/Dislocation/Closed - 2nd digit (index)
195324,Finger Fracture/Distal Phalanx/Volar/Dislocation/Closed - 5th digit (small)
195325,Finger Fracture/Proximal Phalanx/Dorsal/Dislocation/Closed - 3rd digit (middle)
195326,Finger Fracture/Distal Phalanx/Volar/Dislocation/Open - 2nd digit (index)
195327,Finger Fracture/Proximal Phalanx/Dorsal/Dislocation/Closed - 4th digit (ring)
195328,Finger Fracture/Distal Phalanx/Volar/Dislocation/Open - 3rd digit (middle)
195329,Finger Fracture/Proximal Phalanx/Dorsal/Dislocation/Closed - 5th digit (small)
195330,Finger Fracture/Middle Phalanx/Dislocation
195331,Finger Fracture/Distal Phalanx/Volar/Dislocation/Open - 4th digit (ring)
195332,Finger Fracture/Proximal Phalanx/Dorsal/Dislocation/Open - 2nd digit (index)
195333,Finger Fracture/Distal Phalanx/Volar/Dislocation/Open - 5th digit (small)
195334,Finger Fracture/Proximal Phalanx/Dorsal/Dislocation/Open - 3rd digit (middle)
195335,Finger Fracture/Proximal Phalanx/Dorsal/Dislocation/Open - 4th digit (ring)
195336,Finger Fracture/Proximal Phalanx/Dorsal/Dislocation/Open - 5th digit (small)
195337,Finger Fracture/Proximal Phalanx/Volar/Dislocation/Closed - 2nd digit (index)
195338,Finger Fracture/Proximal Phalanx/Volar/Dislocation/Closed - 3rd digit (middle)
195339,Finger Fracture/Middle Phalanx/Dorsal/Dislocation/Closed - 2nd digit (index)
195340,Finger Fracture/Proximal Phalanx/Volar/Dislocation/Closed - 4th digit (ring)
195341,Finger Fracture/Middle Phalanx/Dorsal/Dislocation/Closed - 3rd digit (middle)
195342,Finger Fracture/Proximal Phalanx/Volar/Dislocation/Closed - 5th digit (small)
195343,Finger Fracture/Middle Phalanx/Dorsal/Dislocation/Closed - 4th digit (ring)
195344,Finger Fracture/Proximal Phalanx/Volar/Dislocation/Open - 2nd digit (index)
195345,Finger Fracture/Middle Phalanx/Dorsal/Dislocation/Closed - 5th digit (small)
195346,Finger Fracture/Proximal Phalanx/Volar/Dislocation/Open - 3rd digit (middle)
195347,Finger Fracture/Middle Phalanx/Dorsal/Dislocation/Open - 2nd digit (index)
195348,Finger Fracture/Proximal Phalanx/Volar/Dislocation/Open - 4th digit (ring)
195349,Finger Fracture/Middle Phalanx/Dorsal/Dislocation/Open - 3rd digit (middle)
195350,Finger Fracture/Proximal Phalanx/Volar/Dislocation/Open - 5th digit (small)
195351,Finger Fracture/Middle Phalanx/Dorsal/Dislocation/Open - 4th digit (ring)
195352,Finger Fracture/Middle Phalanx/Dorsal/Dislocation/Open - 5th digit (small)
195353,Finger Fracture/Middle Phalanx/Volar/Dislocation/Closed - 2nd digit (index)
195354,Finger Fracture/Middle Phalanx/Volar/Dislocation/Closed - 3rd digit (middle)
195355,Finger Fracture/Middle Phalanx/Volar/Dislocation/Closed - 4th digit (ring)
195356,Finger Fracture/Middle Phalanx/Volar/Dislocation/Closed - 5th digit (small)
195357,Finger Fracture/Middle Phalanx/Volar/Dislocation/Open - 2nd digit (index)
195358,Finger Fracture/Middle Phalanx/Volar/Dislocation/Open - 3rd digit (middle)
195359,Finger Fracture/Middle Phalanx/Volar/Dislocation/Open - 4th digit (ring)
195360,Finger Fracture/Middle Phalanx/Volar/Dislocation/Open - 5th digit (small)
195400,Finger Fracture/Epiphyseal
195420,Finger Fracture/Proximal Phalanx/Epiphyseal
195430,Finger Fracture/Middle Phalanx/Epiphyseal
195500,Finger Fracture/Stress
195510,Finger Fracture/Distal Phalanx/Stress
195520,Finger Fracture/Proximal Phalanx/Stress
195530,Finger Fracture/Middle Phalanx/Stress
195600,Finger Fracture/Greenstick
195610,Finger Fracture/Distal Phalanx/Greenstick
195620,Finger Fracture/Proximal Phalanx/Greenstick
195630,Finger Fracture/Middle Phalanx/Greenstick
195720,Finger Fracture/Proximal Phalanx/Osteochondral
195730,Finger Fracture/Middle Phalanx/Osteochondral
195800,Finger Fracture/Simple
195810,Finger Fracture/Distal Phalanx/Comminuted
195820,Finger Fracture/Proximal Phalanx/Comminuted
195821,Finger Fracture/PIP Volar Plate
195822,Finger Intra-articular Fracture/Proximal Phalanx/Closed - 2nd digit (index)
195823,Finger Fracture/PIP Volar Plate - 2nd digit (index)
195824,Finger Intra-articular Fracture/Proximal Phalanx/Closed - 3rd digit (middle)
195825,Finger Fracture/PIP Volar Plate - 3rd digit (middle)
195826,Finger Intra-articular Fracture/Proximal Phalanx/Closed - 4th digit (ring)
195827,Finger Fracture/PIP Volar Plate - 4th digit (ring)
195828,Finger Intra-articular Fracture/Proximal Phalanx/Closed - 5th digit (small)
195829,Finger Fracture/PIP Volar Plate - 5th digit (small)
195830,Finger Fracture/Middle Phalanx/Comminuted
195831,Finger Intra-articular Fracture/Proximal Phalanx/Open - 2nd digit (index)
195832,Finger Intra-articular Fracture/Proximal Phalanx/Open - 3rd digit (middle)
195833,Finger Intra-articular Fracture/Proximal Phalanx/Open - 4th digit (ring)
195834,Finger Intra-articular Fracture/Proximal Phalanx/Open - 5th digit (small)
195835,Finger Fracture/Middle Phalanx/Intra-Articular/Closed - 2nd digit (index)
195836,Finger Fracture/Middle Phalanx/Intra-Articular/Closed - 3rd digit (middle)
195837,Finger Fracture/Middle Phalanx/Intra-Articular/Closed - 4th digit (ring)
195838,Finger Fracture/Middle Phalanx/Intra-Articular/Closed - 5th digit (small)
195839,Finger Fracture/Middle Phalanx/Intra-Articular/Open - 2nd digit (index)
195840,Finger Fracture/Middle Phalanx/Intra-Articular/Open - 3rd digit (middle)
195841,Finger Fracture/Middle Phalanx/Intra-Articular/Open - 4th digit (ring)
195842,Finger Fracture/Middle Phalanx/Intra-Articular/Open - 5th digit (small)
195900,Finger Fracture/Other
195910,Finger Fracture/Distal Phalanx/Other
195920,Finger Fracture/Proximal Phalanx/Other
195930,Finger Fracture/Middle Phalanx/Other
196130,Finger Periostitis
196230,Finger Traumatic Arthritis
196231,"Finger Traumatic Arthritis, Distal I-P (DIP) - 2nd digit (index)"
196232,"Finger Traumatic Arthritis, Distal I-P (DIP) - 3rd digit (middle)"
196233,"Finger Traumatic Arthritis, Distal I-P (DIP) - 4th digit (ring)"
196234,"Finger Traumatic Arthritis, Distal I-P (DIP) - 5th digit (small)"
196235,"Finger Traumatic Arthritis, M-C-P (MP) - 2nd digit (index)"
196236,"Finger Traumatic Arthritis, M-C-P (MP) - 3rd digit (middle)"
196237,"Finger Traumatic Arthritis, M-C-P (MP) - 4th digit (ring)"
196238,"Finger Traumatic Arthritis, M-C-P (MP) - 5th digit (small)"
196239,"Finger Traumatic Arthritis, Proximal I-P (PIP) - 2nd digit (index)"
196240,Finger Exostosis
196241,"Finger Traumatic Arthritis, Proximal I-P (PIP) - 4th digit (ring)"
196242,"Finger Traumatic Arthritis, Proximal I-P (PIP) - 5th digit (small)"
196243,"Finger Traumatic Arthritis, Proximal I-P (PIP) - 3rd digit (middle)"
196311,Finger Flexor Tendon Cyst
199650,Finger Amputation/5th Digit
199651,"Finger Amputation, Distal I-P (DIP) - 2nd Digit (Index)"
199652,"Finger Amputation, Distal I-P (DIP) - 3rd Digit (Middle)"
199653,"Finger Amputation, Distal I-P (DIP) - 4th Digit (Ring)"
199654,"Finger Amputation, Distal I-P (DIP) - 5th Digit (Small)"
199655,"Finger Amputation, M-C-P (MP) - 2nd Digit (Index)"
199656,"Finger Amputation, M-C-P (MP) - 3rd Digit (Middle)"
199657,"Finger Amputation, M-C-P (MP) - 4th Digit (Ring)"
199658,"Finger Amputation, M-C-P (MP) - 5th Digit (Small)"
199659,"Finger Amputation, Proximal I-P (PIP) - 2nd Digit (Index)"
199660,"Finger Amputation, Proximal I-P (PIP) - 3rd Digit (Middle)"
199661,"Finger Amputation, Proximal I-P (PIP) - 4th Digit (Ring)"
199662,"Finger Amputation, Proximal I-P (PIP) - 5th Digit (Small)"
199670,Finger Pulley Rupture - 2nd digit (index)
199671,Finger Pulley Rupture - 3rd digit (middle)
199672,Finger Pulley Rupture - 4th digit (ring)
199673,Finger Pulley Rupture - 5th digit (small)
200100,Chest Abrasion
200200,Chest Contusion
200210,Chest Rib Contusion
200211,Chest Rib Contusion/Upper
200212,Chest Rib Contusion/Mid Cage
200213,Chest Rib Contusion/Lower
200220,Chest Sternum Contusion
200230,Chest Breast Contusion
200240,Chest Lung Contusion
200300,Chest Puncture Wound
200310,Chest Pneumothorax Traumatic
200311,Chest Pneumothorax W/Lung Collapse
200320,Chest Hemothorax Traumatic
200321,Chest Hemothorax W/Lung Collapse
200322,Chest Hemothorax / Pneumothorax
200400,Chest Laceration
200401,Chest Lung Laceration
200800,Chest Vascular Trauma
200900,Chest Cramps/Spasm
200910,Chest Pectoralis Muscle Spasm
200920,Chest Muscle Spasm/Sternal
200930,Chest Teres Minor Spasm
200940,Chest Teres Major Spasm
201600,Chest Intercostal Nerve Disorder
203010,Chest Costochondral Sprain
203015,Chest Costochondral Subluxation
203020,Chest Costovertebral Sprain
203030,Chest Costosternal Sprain
203110,Chest Costochondral Sprain 1 Deg
203120,Chest Costovertebral Sprain 1 Deg
203130,Chest Costosternal Sprain 1 Deg
203210,Chest Costochondral Sprain 2 Deg
203220,Chest Costovertebral Sprain 2 Deg
203230,Chest Costosternal Sprain 2 Deg
203310,Chest Costochondral Sprain 3 Deg
203320,Chest Costovertebral Sprain 3 Deg
203330,Chest Costosternal Sprain 3 Deg
203400,Chest Rib Subluxation
203410,Chest Costochondral Separation
204000,Chest Muscle Strain
204010,Chest Pectoralis Major Strain
204020,Chest Intercostal Muscle Strain
204030,Chest Diaphragm Strain
204031,Chest Diaphragm Rupture
204032,Chest Diaphragm Contusion
204033,Chest Diaphragm Laceration
204070,Chest Serratus Anterior Strain
204100,Chest Muscle Strain 1 Deg (non-specific)
204110,Chest Pectoralis Major Strain 1 Deg
204120,Chest Intercostal Muscle Strain 1 Deg
204130,Chest Diaphragm Strain 1 Deg
204170,Chest Serratus Anterior Strain 1 Deg
204200,Chest Muscle Strain 2 Deg (non-specific)
204210,Chest Pectoralis Major Strain 2 Deg
204220,Chest Intercostal Muscle Strain 2 Deg
204230,Chest Diaphragm Strain 2 Deg
204270,Chest Serratus Anterior Strain 2 Deg
204300,Chest Muscle Strain 3 Deg (non-specific)
204310,Chest Pectoralis Major Avulsion/Rupture/Complete Tear
204320,Chest Intercostal Muscle Strain 3 Deg
204330,Chest Diaphragm Strain 3 Deg
204370,Chest Serratus Anterior Strain 3 Deg
204420,Chest Intercostal Tendon Avulsion
204510,Chest Pectoralis Tendon Severance
205010,Chest Rib Fracture - General
205020,Chest Fracture/Sternum
205030,Chest Fracture/Xiphoid Process
205110,Chest Fracture/Rib/Open
205120,Chest Fracture/Sternum/Open
205210,Chest Fracture/Rib/Avulsion
205220,Chest Fracture/Sternum/Avulsion
205510,Chest Rib Fracture - Stress
205610,Chest Fracture/Rib/Greenstick
205710,Chest Costochondral Fracture
205810,Chest Fracture/Rib/Comminuted
205910,Chest Fracture/Rib/Other
205920,Chest Fracture/Sternum/Other
206100,Chest Musculoskeletal Inflammation
206180,Chest Costochondritis
206310,Chest Costochondral Cyst
206470,Chest Rib Developmental Defect
206493,Chest Rib Somatic Dysfunction
208100,Chest Pneumothorax Spontaneous
208200,Chest Pneumomediastinum
208300,Chest Allergy/Non-drug Related
208301,Chest Trachea/Bronchus Injury
208305,Chest Esophagus Injury
208310,Chest Aorta/Great Vessels Injury
208601,Chest Staph Infection - MRSA
208602,Chest Staph Infection - MSSA
208611,Chest Trachea Inflammation
210830,Heart Cardiac Arrest - Injury/Exertion-Related
220100,Thoracic Back Abrasion
220200,Thoracic Back Contusion
220210,Thoracic Back Rhomboid Contusion
220400,Thoracic Back Laceration
220900,Thoracic Back Muscle Cramps/Spasms
220901,Thoracic Back Rhomboid/Cramps/Spasm
220902,Thoracic Back Latissimus Dorsi/Cramps/Spasm
220903,Thoracic Back Trapezius/Cramps/Spasm
220904,Thoracic Back Mid-back/Cramps/Spasm
220910,Thoracic Back Rhomboid Cramps/Spasm
221000,Thoracic Back Thoracic Spine/Neurotrauma
221600,Thoracic Back Nerve Disorder Thoracic Spine
221601,Thoracic Back Scapulo-Thoracic Nerve Inflammation
222120,Thoracic Back Chemical Burn 1 Deg
222220,Thoracic Back Chemical Burn 2 Deg
222320,Thoracic Back Chemical Burn 3 Deg
223000,Thoracic Back Sprain
223010,Thoracic Back Facet Joint Sprain
223100,Thoracic Back Sprain 1 Deg
223110,Thoracic Back Facet Joint Sprain 1 Deg
223200,Thoracic Back Sprain 2 Deg
223210,Thoracic Back Facet Joint Sprain 2 Deg
223300,Thoracic Back Sprain 3 Deg
223310,Thoracic Back Facet Joint Sprain 3 Deg
223400,Thoracic Back Spine Subluxation/Acute
223600,Thoracic Back Spine Dislocation
224000,Thoracic Back Muscle Strain
224010,Thoracic Back Rhomboid Strain
224020,Thoracic Back Latissimus Dorsi Strain
224030,Thoracic Back Trapezius Strain
224031,Thoracic Back Trapezius Strain/Upper
224032,Thoracic Back Trapezius Strain /Lower
224040,Thoracic Back Mid-back Strain
224041,Thoracic Back Erector Spinae Strain
224100,Thoracic Back Strain 1 Deg (non-specific)
224110,Thoracic Back Rhomboid Strain 1 Deg
224120,Thoracic Back Latissimus Dorsi Strain 1 Deg
224130,Thoracic Back Trapezius Strain 1 Deg
224131,Thoracic Back Trapezius Strain 1 Deg/Upper
224132,Thoracic Back Trapezius Strain 1 Deg/Lower
224140,Thoracic Back Mid-back Strain 1 Deg
224141,Thoracic Back Erector Spinae Strain 1 Deg
224200,Thoracic Back Strain 2 Deg (non-specific)
224210,Thoracic Back Rhomboid Strain 2 Deg
224220,Thoracic Back Latissimus Dorsi Strain 2 Deg
224230,Thoracic Back Trapezius Strain 2 Deg
224231,Thoracic Back Trapezius Strain 2 Deg/Upper
224232,Thoracic Back Trapezius Strain 2 Deg/Lower
224240,Thoracic Back Mid-back Strain 2 Deg
224241,Thoracic Back Erector Spinae Strain 2 Deg
224300,Thoracic Back Strain 3 Deg (non-specific)
224310,Thoracic Back Rhomboid Strain 3 Deg
224320,Thoracic Back Latissimus Dorsi Strain 3 Deg
224330,Thoracic Back Trapezius Strain 3 Deg
224331,Thoracic Back Trapezius Strain 3 Deg/Upper
224332,Thoracic Back Trapezius Strain 3 Deg/Lower
224340,Thoracic Back Mid-back Strain 3 Deg
224341,Thoracic Back Erector Spinae Strain 3 Deg
224410,Thoracic Back Rhomboid Tendon Avulsion
224420,Thoracic Back Latissimus Tendon Avulsion
224430,Thoracic Back Trapezius Tendon Avulsion/Rupture/Complete Tear
225000,Thoracic Back Fracture/Spine
225010,Thoracic Back Fracture/Vertebral Body
225020,Thoracic Back Fracture/Spinous Process
225030,Thoracic Back Fracture/Transverse Process
225100,Thoracic Back Fracture/Vertebral/Open
225120,Thoracic Back Fracture/Vertebral Spine/Open
225210,Thoracic Back Fracture/Vertebral/Avulsion
225300,Thoracic Back Fracture/Vertebral/Dislocation
225900,Thoracic Back Fracture/Vertebral/Other
225910,Thoracic Back Fracture/Vertebral Body/Other
226100,Thoracic Back Inflammation
226110,Thoracic Back Epiphysitis
226120,Thoracic Back Disc Disorder
226121,Thoracic Back Disc Disorder W/Radiculopathy
226122,Thoracic Back Disc Disorder W/Myelopathy
226230,Thoracic Back Spondylosis
226231,Thoracic Back Spondylosis W/Myelopathy
226420,Thoracic Back Disc Rupture
226430,Thoracic Back Spondylolysis
226450,Thoracic Back Disc Herniation
226460,Thoracic Back Degeneration/General
226470,Thoracic Back Thorax Developmental Defect/Anomaly
226471,Thoracic Back Spinal Stenosis
226481,Thoracic Back Facet Syndrome
226490,Thoracic Back Musculoskeletal Malformation
226492,Thoracic Back Disc Bulge
226493,Thoracic Back Somatic Dysfunction
226494,Thoracic Back Hypermobile/Slipping Scapula
228100,Thoracic Back Disc Disease
229340,Thoracic Back Paraplegia T1-3
229400,Thoracic Back Staph Infection - MRSA
229401,Thoracic Back Staph Infection - MSSA
230100,Lumbar Back Abrasion
230200,Lumbar Back Contusion
230210,Lumbar Back Vertebral Body Contusion
230220,Lumbar Back Spinous Process Contusion
230230,Lumbar Back Facet Syndrome
230240,Lumbar Back Sacroiliac Contusion
230300,Lumbar Back Puncture Wound
230400,Lumbar Back Laceration
230500,Lumbar Back Bursitis
230600,Lumbar Back Tenosynovitis-Tendinitis
230900,Lumbar Back Muscle Cramps/Spasms
231000,Lumbar Back Spine/Neurotrauma
231010,Lumbar Back Nerve Impingement
231020,Lumbar Back Sciatic Nerve Pinch
231021,Lumbar Back Sciatica
231500,Lumbar Back Spine Nerve Contusion
231510,Lumbar Back Nerve Contusion w/Sensory Loss
231600,Lumbar Back Nerve Disorder
231610,Lumbar Back Nerve Disorder w/Sensory Loss
231620,Lumbar Back Nerve Disorder w/Motor Loss
231630,Lumbar Back Nerve Disorder w/S&M Loss
231700,Lumbar Back Nerve Laceration
232230,Lumbar Back Chemical Burn 2 Deg
233000,Lumbar Back Sacral Sprain
233010,Lumbar Back Facet Joint Sprain
233020,Lumbar Back Sacroiliac Sprain
233030,Lumbar Back Supraspinatus Ligament Sprain
233100,Lumbar Back Sacral Sprain 1 Deg
233110,Lumbar Back Facet Joint Sprain 1 Deg
233120,Lumbar Back Sacroiliac Sprain 1 Deg
233130,Lumbar Back Supraspinatus Ligament Sprain 1 Deg
233200,Lumbar Back Sacral Sprain 2 Deg
233210,Lumbar Back Facet Joint Sprain 2 Deg
233220,Lumbar Back Sacroiliac Sprain 2 Deg
233230,Lumbar Back Supraspinatus Ligament Sprain 2 Deg
233300,Lumbar Back Sacral Sprain 3 Deg
233310,Lumbar Back Facet Joint Sprain 3 Deg
233320,Lumbar Back Sacroiliac Sprain 3 Deg
233330,Lumbar Back Supraspinatus Ligament Sprain 3 Deg
233400,Lumbar Back Sacral Subluxation/Acute
233620,Lumbar Back Sacroiliac Dislocation
234000,Lumbar Back Sacral Strain
234010,Lumbar Back Quadratus Lumborum Strain
234020,Lumbar Back Muscle Sprain/Strain
234030,Lumbar Back Erector Spinae Strain
234100,Lumbar Back Sacral Strain 1 Deg
234110,Lumbar Back Quadratus Lumborum Strain 1 Deg
234120,Lumbar Back Paraspinal Strain 1 Deg
234130,Lumbar Back Erector Spinae Strain 1 Deg
234200,Lumbar Back Sacral Strain 2 Deg
234220,Lumbar Back Paraspinal Strain 2 Deg
234230,Lumbar Back Erector Spinae Strain 2 Deg
234300,Lumbar Back Sacral Strain 3 Deg
234320,Lumbar Back Paraspinal Strain 3 Deg
234330,Lumbar Back Erector Spinae Strain 3 Deg
234420,Lumbar Back Tendon Avulsion
235000,Lumbar Back Fracture/Spine
235010,Lumbar Back Fracture/Vertebral Body
235020,Lumbar Back Fracture/Spinous Process
235030,Lumbar Back Fracture/Transverse Process
235100,Lumbar Back Fracture/Spine/Simple
235130,Lumbar Back Fracture/Transverse Process/Open
235210,Lumbar Back Fracture/Vertebral Body/Avulsion
235230,Lumbar Back Fracture/Transverse Process/Avulsion
235500,Lumbar Back Fracture/Spine/Stress
235510,Lumbar Back Fracture/Vertebral Body/Stress
235520,Lumbar Back Fracture/Spinous Process/Stress
235910,Lumbar Back Fracture/Vertebral Body/Other
235920,Lumbar Back Fracture/Spinous Process/Other
236000,Lumbar Back Sacral Disorder
236100,Lumbar Back Inflammation
236101,Lumbar Back Sacroiliac Joint Inflammation
236110,Lumbar Back Spine/Epiphysitis
236120,Lumbar Back Disc Disorder
236121,Lumbar Back Disc Disorder W/radiculopathy
236122,Lumbar Back Disc Disorder W/myelopathy
236140,Lumbar Back Spondylitis
236191,Lumbar Back Disc Fragmentation
236230,Lumbar Back Spondylosis
236240,Lumbar Back Disc Herniation
236241,Lumbar Back Disc Herniation L1-L2
236242,Lumbar Back Disc Herniation L2-L3
236243,Lumbar Back Disc Herniation L3-L4
236244,Lumbar Back Disc Herniation L4-L5
236245,Lumbar Back Disc Herniation L5-S1
236246,Lumbar Back Disc Herniation with Imaging Study
236247,Lumbar Back Disc Herniation with Radiculopathy
236400,Lumbar Back Musculoskeletal Condition
236420,Lumbar Back Disc Rupture
236421,Lumbar Back Disc Rupture L1-L2
236422,Lumbar Back Disc Rupture L2-L3
236423,Lumbar Back Disc Rupture L3-L4
236424,Lumbar Back Disc Rupture L4-L5
236425,Lumbar Back Disc Rupture L5-S1
236430,Lumbar Back Spondylolysis
236431,Lumbar Back Spondylolysis/Acquired
236432,Lumbar Back Spondylolysis W/Myelopathy
236440,Lumbar Back Spondylolisthesis
236441,Lumbar Back Spondylolysthesis/Acquired
236450,Lumbar Back Disc Slipped
236460,Lumbar Back General Degeneration
236471,Lumbar Back Spinal Stenosis
236472,Lumbar Back Spinal Stenosis/Radiographic Only
236473,Lumbar Back Spinal Stenosis/Symptomatic
236480,Lumbar Back Musculoskeletal Weakness
236481,Lumbar Back Sacroiliac M-S Weakness
236482,Lumbar Back Disc Bulge
236490,Lumbar Back Musculoskeletal Malformation
236492,Lumbar Back Scoliosis/acquired
236493,Lumbar Back Somatic Dysfunction
238100,Lumbar Back Disc Disease/Degeneration
238110,Lumbar Back Pain/Syndrome
238220,Lumbar Back Transitional Vertebra
239900,Lumbar Back Vertebral Fusion
239910,Lumbar Back Staph Infection - MRSA
239911,Lumbar Back Staph Infection - MSSA
240000,Coccyx Coccygodynia
240200,Sacrum Contusion
240210,Coccyx Contusion
243000,Sacrum Sprain
243001,Sacrum Sacroiliac Dysfunction
243010,Coccyx Sacrococcygeal Sprain
243020,Sacrum Torsion
243100,Sacrum Sprain 1 Deg
243110,Coccyx Sacrococcygeal Sprain 1 Deg
243200,Sacrum Sprain 2 Deg
243210,Coccyx Sacrococcygeal Sprain 2 Deg
243300,Sacrum Sprain 3 Deg
243310,Coccyx Sacrococcygeal Sprain 3 Deg
243610,Coccyx Sacrococcygeal Dislocation
244000,Sacrum Muscle Strain
244100,Sacrum Strain 1 Deg
244200,Sacrum Strain 2 Deg
244300,Sacrum Strain 3 Deg
245010,Coccyx Fracture
245020,Sacrum Fracture
245120,Sacrum Fracture/Simple
245510,Sacrum Stress Fracture
245610,Coccyx Fracture/Greenstick
246160,Sacrum Fasciitis
246493,Sacrum Somatic Dysfunction
248520,Coccyx Pilonidal Cyst (non-specific)
250100,Abdomen Abrasion
250200,Abdomen Contusion
250201,Abdomen Solar Plexus Contusion
250202,Abdomen Lower Pelvic Contusion
250203,Abdomen Intestine Contusion
250300,Abdomen Puncture
250400,Abdomen Wall Laceration
250401,Abdomen Femoral Artery Laceration
250402,Abdomen Intestine Laceration
250900,Abdomen Muscle Cramps
254000,Abdomen Muscle Strain
254010,Abdomen Rectus Abdominis Strain
254020,Abdomen Oblique Strain
254030,Abdomen External Oblique Strain
254040,Abdomen Internal Oblique Strain
254050,Core Muscle Injury
254100,Abdomen Muscle Strain 1 Deg
254110,Abdomen Rectus Abdominus Strain 1 Deg
254120,Abdomen Oblique Strain 1 Deg
254130,Abdomen External Oblique Strain 1 Deg
254140,Abdomen Internal Oblique Strain 1 Deg
254200,Abdomen Muscle Strain 2 Deg
254210,Abdomen Rectus Abdominus Strain 2 Deg
254220,Abdomen Oblique Strain 2 Deg
254230,Abdomen External Oblique Strain 2 Deg
254240,Abdomen Internal Oblique Strain 2 Deg
254300,Abdomen Muscle Strain 3 Deg
254310,Abdomen Rectus Abdominus Strain 3 Deg
254320,Abdomen Oblique Strain 3 Deg
254330,Abdomen External Oblique Strain 3 Deg
254340,Abdomen Internal Oblique Strain 3 Deg
256160,Abdomen Rectus Abdominus/Fasciitis
256280,Abdomen Muscle Herniation
256281,Abdomen Sports Hernia
258602,Abdomen Staph Infection - MRSA
258603,Abdomen Staph Infection - MSSA
260200,Spleen Contusion
260300,Spleen Puncture
260400,Spleen Rupture
260401,Spleen Laceration
260410,Spleen Rupture/Primary
260420,Spleen Rupture/Delayed
270200,Liver Contusion
270300,Liver Puncture
270400,Liver Rupture
270401,Liver Laceration
290200,Kidney Contusion
290300,Kidney Puncture
290400,Kidney Laceration
330100,Gonad Abrasion
330210,Gonad Testis Contusion
330220,Gonad Orchitis
330310,Gonad Puncture Wound
330410,Gonad Laceration
336261,Gonad Testicular Herniation
339701,Testicular Torsion
340100,Genitalia Abrasion
340200,Genitalia Contusion
340310,Genitalia Puncture Wound
340400,Genitalia Laceration
342220,Genitalia Chemical Burn 2 Deg
350400,Anus Rectum Laceration
360000,Hip Injury (non-specific)
360010,Hip Snapping
360011,Hip External Snapping
360012,Hip Internal Snapping
360100,Hip Abrasion
360200,Hip Contusion
360201,Hip Contusion/buttock
360202,Hip Gluteus Medius Strain/Tear
360203,Hip Femoral Head Chondral Injury
360204,Hip Acetabulum Chondral Injury
360210,Hip Pointer
360211,Hip Iliac Contusion - Posterior-Superior
360212,Hip Iliac Contusion - Posterior-Inferior
360241,Hip Gluteus Maximus Contusion
